algorithm,RQ,experiment_id,iteration,no_datapoints,no_features,preprocessing_energy(J),preprocessing_time(s),train_energy(J),train_time(s),predict_energy(J),predict_time(s),datatype,accuracy,precision,recall,f1
Multinomial NB,2.2,59,2,3900,7352,0.16422128452273316,1.482269048690796,0.028421855476064784,1.3996968269348145,0.14478545854560915,1.443498134613037,int32,0.8666267942583732,0.0,0.0,0.0
Bagging Classifier,2.3,153,2,3900,8169,0.02365191926168328,1.390160083770752,1.4666650146989189,2.172481060028076,0.04168576854361248,1.4655628204345703,float64,0.9671052631578947,0.9285714285714286,0.8161434977578476,0.8687350835322197
Multinomial NB,2.3,65,1,3900,8169,0.006421361308465422,1.4018239974975586,0.04526496338594589,1.4083216190338135,0.2999583427518383,1.4310860633850098,float64,0.8666267942583732,0.0,0.0,0.0
KNN,2.2,75,1,3900,2450,0.2408330241407674,1.482396125793457,0.016993063751913548,1.4052238464355469,0.43998390196292286,1.6560509204864502,int32,0.8863636363636364,0.6,0.4439461883408072,0.5103092783505154
Decision Tree,2.3,41,2,3900,8169,0.010946105738144085,1.3863589763641357,0.09815190911354463,1.4362361431121826,0.07878911188664287,1.4383080005645752,int64,0.8845693779904307,0.5842696629213483,0.4663677130044843,0.5187032418952617
AdaBoost,2.2,119,3,3900,2450,0.08282927783915157,1.5120980739593506,0.23232509006962537,1.8212850093841553,0.0319079214393462,1.4692621231079102,int32,0.8827751196172249,0.6134453781512605,0.3273542600896861,0.4269005847953216
SVM,2.2,16,3,3900,8169,0.005174456768255837,1.3947031497955322,0.26333797886813504,1.8846957683563232,0.2855121154128394,1.6109237670898438,int32,0.8666267942583732,0.0,0.0,0.0
Random Forest,2.3,109,2,3900,8169,0.055547167832685776,1.3957598209381104,31.54039167080445,3.7544782161712646,1.3463799726636274,1.4880177974700928,float64,0.9712918660287081,1.0,0.7847533632286996,0.8793969849246231
AdaBoost,2.2,126,0,3900,8169,0.00989709293465919,1.4007899761199951,1.7293457313048395,2.293692111968994,0.06566180495308681,1.4602890014648438,int32,0.8827751196172249,0.6134453781512605,0.3273542600896861,0.4269005847953216
Random Forest,2.3,106,1,3900,8169,0.0236246811188556,1.3780291080474854,51.902354453899754,4.398333787918091,1.5965464538588796,1.465986967086792,int32,0.8875598086124402,0.5897435897435898,0.515695067264574,0.5502392344497608
Bagging Classifier,2.1,133,3,1950,8169,0.06765686081440982,1.3682348728179932,2.671509212587973,1.5120928287506104,0.29912318057523124,1.4050180912017822,int32,0.8744019138755981,0.6146788990825688,0.5153846153846153,0.5606694560669455
KNN,2.2,81,4,3900,7352,0.21986716283903643,1.487839937210083,0.008202818986809399,1.3898921012878418,1.166682874311914,1.7152719497680664,int32,0.8863636363636364,0.6,0.4439461883408072,0.5103092783505154
Decision Tree,2.2,33,0,3900,4084,0.06918854693555185,1.484025001525879,0.022139569208752097,1.4203226566314697,0.09017003004972815,1.4434280395507812,int32,0.8845693779904307,0.5842696629213483,0.4663677130044843,0.5187032418952617
AdaBoost,2.2,122,4,3900,4901,0.12160109453520501,1.4800679683685303,0.692648993361055,1.9698529243469238,0.1275332558601082,1.4648551940917969,int32,0.8827751196172249,0.6134453781512605,0.3273542600896861,0.4269005847953216
Bagging Classifier,2.3,149,3,3900,8169,0.007032605309513275,1.4009830951690674,0.12222862119202232,1.6454927921295166,0.025483330843359728,1.4571669101715088,int16,0.8803827751196173,0.5602094240837696,0.4798206278026906,0.5169082125603864
Decision Tree,2.3,39,3,3900,8169,0.014108964816486325,1.3856430053710938,0.06508782288126112,1.4342448711395264,0.07662488342591274,1.4326741695404053,int16,0.8845693779904307,0.5842696629213483,0.4663677130044843,0.5187032418952617
Decision Tree,2.2,34,0,3900,4901,0.10443122859418026,1.4879441261291504,0.09002704354923295,1.4130711555480957,0.04241249796422533,1.4266700744628906,int32,0.8845693779904307,0.5842696629213483,0.4663677130044843,0.5187032418952617
Random Forest,2.1,90,0,2340,8169,0.007678893792689496,1.4072909355163574,2.1484058535526156,3.4207541942596436,0.06020180510610022,1.4463279247283936,int32,0.8703888334995015,0.5549132947976878,0.6442953020134228,0.5962732919254657
Decision Tree,2.2,36,3,3900,6535,0.09372619967400982,1.4738407135009766,0.04124101279998417,1.436924934387207,0.10755423837552791,1.4422900676727295,int32,0.8845693779904307,0.5842696629213483,0.4663677130044843,0.5187032418952617
Decision Tree,2.3,40,3,3900,8169,0.00852026952168788,1.3834011554718018,0.04897182242624559,1.4293973445892334,0.10999687531403624,1.4411211013793945,int32,0.8845693779904307,0.5842696629213483,0.4663677130044843,0.5187032418952617
Bagging Classifier,2.3,151,1,3900,8169,0.010792850659379011,1.3931341171264648,0.36758209288406324,1.6334619522094727,0.06552976953062677,1.4465210437774658,int64,0.8899521531100478,0.5915492957746479,0.5650224215246636,0.5779816513761468
Decision Tree,2.3,43,0,3900,8169,0.008138096204437662,1.4013559818267822,0.15524633265172086,1.532081127166748,0.05388435572600289,1.4537410736083984,float64,0.9665071770334929,0.8883720930232558,0.8565022421524664,0.8721461187214612
Random Forest,2.2,95,3,3900,816,0.09873517414657595,1.4831547737121582,0.8332602036397032,2.250596046447754,0.08614085516011388,1.4877440929412842,int32,0.8875598086124402,0.5888324873096447,0.5201793721973094,0.5523809523809524
AdaBoost,2.2,118,3,3900,1633,0.11397953320059716,1.4855549335479736,0.5163739255727369,1.7457520961761475,0.11515715613790498,1.4745111465454102,int32,0.8827751196172249,0.6134453781512605,0.3273542600896861,0.4269005847953216
AdaBoost,2.3,130,1,3900,8169,0.009916237665844495,1.3954648971557617,0.8556140531668176,2.402951955795288,0.1052892735883256,1.4566876888275146,float32,0.9635167464114832,0.921875,0.7937219730941704,0.8530120481927711
Random Forest,2.3,105,2,3900,8169,0.009883144352538432,1.3970129489898682,2.4445061663779595,4.174848794937134,0.1403524725054287,1.4663729667663574,int16,0.8881578947368421,0.5857142857142857,0.5515695067264574,0.5681293302540416
Random Forest,2.2,104,3,3900,8169,0.20620448509397837,1.3677189350128174,40.838002568777355,4.387081861495972,1.2274851608237265,1.4664030075073242,int32,0.8869617224880383,0.5934065934065934,0.484304932735426,0.5333333333333333
SVM,2.2,14,0,3900,6535,0.41539265185265717,1.4668607711791992,0.2518340430829623,1.7959568500518799,0.18969392228271018,1.5836398601531982,int32,0.8666267942583732,0.0,0.0,0.0
Random Forest,2.3,106,3,3900,8169,0.003978765034996235,1.4058098793029785,2.6734360775391024,4.168243885040283,0.03773149017813276,1.4861621856689453,int32,0.8857655502392344,0.5776699029126213,0.5336322869955157,0.5547785547785548
Bagging Classifier,2.1,138,1,3900,8169,0.005002842456736175,1.3915441036224365,0.10851850175152902,1.6433560848236084,0.022011599889385502,1.4650120735168457,int32,0.882177033492823,0.5637254901960784,0.515695067264574,0.5386416861826698
Bagging Classifier,2.1,134,2,2340,8169,0.005920313587613466,1.40083909034729,0.07810177516799735,1.5609149932861328,0.01768838058366945,1.445868968963623,int32,0.864406779661017,0.5355191256830601,0.6577181208053692,0.5903614457831327
Multinomial NB,2.2,53,1,3900,2450,0.08860754390242892,1.4736497402191162,0.023122276074788718,1.4024641513824463,0.03193966266439308,1.4404940605163574,int32,0.8666267942583732,0.0,0.0,0.0
SVM,2.1,3,4,2730,8169,0.03390311851086784,1.3994190692901611,0.19245653650283887,1.658041000366211,0.2084966029650869,1.5270819664001465,int32,0.8623931623931624,0.0,0.0,0.0
Multinomial NB,2.1,48,1,3119,8169,0.005284765691095983,1.3950269222259521,0.02226680939959438,1.4004123210906982,0.09728918936464032,1.4349229335784912,int32,0.8557548579970105,0.0,0.0,0.0
SVM,2.3,20,2,3900,8169,0.013777421719984716,1.3971610069274902,0.9067441226735116,1.889859914779663,0.35885094455064714,1.6318490505218506,float32,0.8666267942583732,0.0,0.0,0.0
Bagging Classifier,2.1,137,4,3509,8169,0.010059280827751753,1.3968009948730469,0.17420950029168214,1.6080398559570312,0.060960985847394095,1.4463770389556885,int32,0.8837209302325582,0.5714285714285714,0.5853658536585366,0.5783132530120483
Bagging Classifier,2.2,139,4,3900,816,0.15050261208763727,1.4945409297943115,0.0708983389441252,1.4659099578857422,0.04426612256846303,1.461313009262085,int32,0.8851674641148325,0.591715976331361,0.4484304932735426,0.510204081632653
SVM,2.3,22,4,3900,8169,0.00386458588871801,1.4153118133544922,0.25178232287397817,1.871459722518921,0.2188350442580431,1.6161770820617676,float128,0.8666267942583732,0.0,0.0,0.0
Decision Tree,2.2,33,2,3900,4084,0.0592718766024361,1.4910399913787842,0.017785794608023903,1.4269208908081055,0.028134990589224973,1.4565401077270508,int32,0.8845693779904307,0.5842696629213483,0.4663677130044843,0.5187032418952617
Multinomial NB,2.2,57,3,3900,5718,0.05593967422383247,1.4746859073638916,0.01081994897665994,1.4084570407867432,0.059608618969542004,1.4356591701507568,int32,0.8666267942583732,0.0,0.0,0.0
KNN,2.1,67,4,1950,8169,0.005350972577351262,1.3956279754638672,0.004644166681724332,1.393913984298706,0.09746735362607939,1.4786620140075684,int32,0.8708133971291866,0.627906976744186,0.4153846153846154,0.5
Multinomial NB,2.3,66,1,3900,8169,0.005820208893169433,1.3865220546722412,0.00752520760135001,1.4120078086853027,0.06719094655778798,1.4327681064605713,float128,0.8666267942583732,0.0,0.0,0.0
AdaBoost,2.3,131,0,3900,8169,0.011454162384572282,1.3858370780944824,2.2363386845224773,2.4545180797576904,0.14020337273048813,1.4564309120178223,float64,0.9635167464114832,0.921875,0.7937219730941704,0.8530120481927711
SVM,2.3,18,4,3900,8169,0.006128000436690889,1.3953709602355957,1.293663213562155,1.9571099281311035,0.43258415746105416,1.6368460655212402,int32,0.8666267942583732,0.0,0.0,0.0
KNN,2.2,78,4,3900,4901,0.25500657283718,1.488806962966919,0.00589754231957318,1.3977222442626953,0.245926266983607,1.6892011165618896,int32,0.8863636363636364,0.6,0.4439461883408072,0.5103092783505154
Bagging Classifier,2.2,146,4,3900,6535,0.09443712612355773,1.4723138809204102,4.318294879568502,1.5844743251800537,2.1886348028506664,1.4429140090942383,int32,0.8875598086124402,0.5966850828729282,0.484304932735426,0.5346534653465347
Bagging Classifier,2.2,145,0,3900,5718,2.6263205613748,1.4974520206451416,5.157455478165699,1.5981478691101074,0.4991820514890434,1.441622018814087,int32,0.8869617224880383,0.5934065934065934,0.484304932735426,0.5333333333333333
Decision Tree,2.2,37,0,3900,7352,0.24542625173935353,1.488943099975586,0.5264504303037322,1.3996949195861816,0.8564426288459831,1.4235458374023438,int32,0.8845693779904307,0.5842696629213483,0.4663677130044843,0.5187032418952617
Random Forest,2.1,93,1,3509,8169,0.11174875166635204,1.3743579387664795,8.661274847213834,4.152560234069824,0.32345647966175345,1.46510910987854,int32,0.8830564784053156,0.5687203791469194,0.5853658536585366,0.5769230769230769
AdaBoost,2.2,123,1,3900,5718,0.528319529121384,1.4817001819610596,2.9198811517398644,2.086724042892456,0.09547388443004691,1.4698798656463623,int32,0.8827751196172249,0.6134453781512605,0.3273542600896861,0.4269005847953216
AdaBoost,2.1,111,2,1950,8169,0.008466172339139306,1.3910691738128662,1.0127608606896719,1.7897930145263672,0.051785560179716826,1.4210381507873535,int32,0.8755980861244019,0.6048387096774194,0.5769230769230769,0.5905511811023623
Bagging Classifier,2.3,153,4,3900,8169,0.05844362566057208,1.3652021884918213,1.9388602517520237,2.1534488201141357,0.131191662882804,1.4879117012023926,float64,0.965311004784689,0.9064039408866995,0.8251121076233184,0.863849765258216
KNN,2.3,84,2,3900,8169,0.016104396003488657,1.3930978775024414,0.015381186185738988,1.3937008380889893,0.16013813055894566,1.6906681060791016,int32,0.8863636363636364,0.6,0.4439461883408072,0.5103092783505154
Bagging Classifier,2.3,154,4,3900,8169,0.007646822413194032,1.3854789733886719,0.7121368930706484,2.0965769290924072,0.2198531804786977,1.4769370555877686,float128,0.9647129186602871,0.9141414141414141,0.8116591928251121,0.8598574821852731
Multinomial NB,2.1,50,4,3900,8169,0.030963097142367443,1.3861088752746582,0.03132850414737911,1.4027421474456787,0.08663954634923546,1.4245860576629639,int32,0.8666267942583732,0.0,0.0,0.0
Decision Tree,2.3,40,4,3900,8169,0.016607177624279983,1.3943688869476318,0.03228390038284802,1.429328203201294,0.03373326621743735,1.45505690574646,int32,0.8845693779904307,0.5842696629213483,0.4663677130044843,0.5187032418952617
Bagging Classifier,2.2,146,3,3900,6535,0.06474657949676776,1.486083745956421,0.12963678713441978,1.6106481552124023,0.045643263601139655,1.453078031539917,int32,0.8905502392344498,0.5943396226415094,0.5650224215246636,0.5793103448275861
KNN,2.2,77,1,3900,4084,0.045710960737189416,1.4900047779083252,0.0033251263217038245,1.4027421474456787,0.10251933277433108,1.6802740097045898,int32,0.8863636363636364,0.6,0.4439461883408072,0.5103092783505154
Multinomial NB,2.1,46,3,2340,8169,0.002738953143216762,1.3986308574676514,0.005757136457928154,1.396324872970581,0.021252665701147026,1.421861171722412,int32,0.8514456630109671,0.0,0.0,0.0
AdaBoost,2.3,131,4,3900,8169,0.005743856662660733,1.3907289505004883,0.44522691727859065,2.4269556999206543,0.1695843997317843,1.4706659317016602,float64,0.9635167464114832,0.921875,0.7937219730941704,0.8530120481927711
Random Forest,2.2,102,4,3900,6535,0.1822054811845724,1.478769302368164,28.106695852151123,3.994915246963501,0.20520134708229254,1.4710619449615479,int32,0.8839712918660287,0.5728643216080402,0.5112107623318386,0.5402843601895735
Multinomial NB,2.2,56,0,3900,4901,0.5202789476929436,1.4947631359100342,0.005766335574819288,1.393326997756958,0.11389253541427385,1.4452149868011475,int32,0.8666267942583732,0.0,0.0,0.0
Multinomial NB,2.3,62,1,3900,8169,0.022266617807501384,1.3823480606079102,0.017831591968632876,1.3943240642547607,0.0904184164084867,1.4510042667388916,int32,0.8666267942583732,0.0,0.0,0.0
AdaBoost,2.3,129,4,3900,8169,0.026863194599602135,1.3950209617614746,2.684372898506276,2.348625898361206,0.08788059072693229,1.4576058387756348,int64,0.8827751196172249,0.6134453781512605,0.3273542600896861,0.4269005847953216
Bagging Classifier,2.2,141,0,3900,2450,0.3639057631218958,1.464838981628418,0.4819175947073668,1.4825186729431152,0.3320158845223518,1.4493980407714844,int32,0.8851674641148325,0.5771144278606966,0.5201793721973094,0.5471698113207547
Bagging Classifier,2.3,151,0,3900,8169,0.035053830034605084,1.3885178565979004,0.6746820240155048,1.661512851715088,0.08844883152196895,1.447477102279663,int64,0.8845693779904307,0.5872093023255814,0.452914798206278,0.5113924050632912
KNN,2.1,72,3,3900,8169,0.021160738469143108,1.389906883239746,0.019471921932302856,1.4079070091247559,1.371582360132455,1.714008092880249,int32,0.8863636363636364,0.6,0.4439461883408072,0.5103092783505154
KNN,2.2,78,2,3900,4901,0.19989787350553023,1.4826183319091797,0.04275925676935396,1.3832907676696777,5.760727064646089,1.706557035446167,int32,0.8863636363636364,0.6,0.4439461883408072,0.5103092783505154
AdaBoost,2.2,124,3,3900,6535,1.4484680885531043,1.4580771923065186,12.73877128574312,2.21754789352417,1.1140559701044392,1.4350500106811523,int32,0.8827751196172249,0.6134453781512605,0.3273542600896861,0.4269005847953216
KNN,2.2,82,3,3900,8169,0.06490060195202857,1.381025791168213,0.018015534370180535,1.4012439250946045,0.5950846730260518,1.6792619228363037,int32,0.8863636363636364,0.6,0.4439461883408072,0.5103092783505154
AdaBoost,2.2,121,1,3900,4084,0.2222627475093749,1.4914209842681885,4.644570256269473,1.9796059131622314,1.6696161986917268,1.4638400077819824,int32,0.8827751196172249,0.6134453781512605,0.3273542600896861,0.4269005847953216
Multinomial NB,2.2,52,1,3900,1633,1.8060760718941693,1.4767849445343018,0.16469291298255614,1.3842730522155762,0.8942678576236877,1.4199249744415283,int32,0.8666267942583732,0.0,0.0,0.0
SVM,2.1,2,3,2340,8169,0.09172192335515242,1.3776061534881592,0.4030985224766116,1.5767548084259033,0.2667730485281471,1.484173059463501,int32,0.8514456630109671,0.0,0.0,0.0
Bagging Classifier,2.3,153,0,3900,8169,0.029817220446432993,1.388404130935669,7.744075926675292,2.132420063018799,0.22897844043989052,1.4415266513824463,float64,0.9700956937799043,0.9303482587064676,0.8385650224215246,0.8820754716981132
Random Forest,2.3,107,2,3900,8169,0.019702115410868384,1.3951506614685059,7.823502666096246,4.371801137924194,0.18520254224230634,1.4853968620300293,int64,0.888755980861244,0.5978835978835979,0.5067264573991032,0.5485436893203883
KNN,2.1,69,3,2730,8169,0.013126247091863988,1.3948650360107422,0.018954423939928716,1.385228157043457,0.26966127481929386,1.608696699142456,int32,0.8598290598290599,0.48598130841121495,0.32298136645962733,0.3880597014925373
Decision Tree,2.3,41,4,3900,8169,0.010785573621474842,1.3882267475128174,0.04822040343603299,1.4320869445800781,0.10219033633197848,1.4400291442871094,int64,0.8845693779904307,0.5842696629213483,0.4663677130044843,0.5187032418952617
Random Forest,2.1,93,4,3509,8169,0.015135272037872289,1.393517255783081,5.532534544433456,4.066348075866699,0.17833058854248945,1.4650981426239014,int32,0.8823920265780731,0.5686274509803921,0.5658536585365853,0.567237163814181
AdaBoost,2.1,114,4,3119,8169,0.011514818930243812,1.3808090686798096,1.8869312540639762,2.0656020641326904,0.07730990121705761,1.4764928817749023,int32,0.8893871449925261,0.6142131979695431,0.6269430051813472,0.6205128205128205
Multinomial NB,2.3,63,2,3900,8169,0.007585614618179238,1.4006526470184326,0.023493717137583553,1.3982090950012207,0.1942857829019565,1.4391989707946777,int64,0.8666267942583732,0.0,0.0,0.0
KNN,2.3,85,3,3900,8169,0.037374846319010176,1.3946988582611084,0.028817699449084046,1.3896121978759766,0.8424606445495295,1.720470905303955,int64,0.8863636363636364,0.6,0.4439461883408072,0.5103092783505154
Multinomial NB,2.3,62,4,3900,8169,0.010386186518656675,1.40352201461792,0.010142335332031705,1.4097721576690674,0.08623577085952801,1.452760934829712,int32,0.8666267942583732,0.0,0.0,0.0
KNN,2.3,86,3,3900,8169,0.03310629355497491,1.3731489181518555,0.010518907295208222,1.3922920227050781,1.0161261507700976,1.696497917175293,float32,0.9360047846889952,0.8020833333333334,0.6905829596412556,0.7421686746987952
Multinomial NB,2.3,65,3,3900,8169,0.0035203449151165606,1.403907060623169,0.03224942897654898,1.403172254562378,0.09703115402288558,1.4318749904632568,float64,0.8666267942583732,0.0,0.0,0.0
Random Forest,2.3,110,3,3900,8169,0.015321577772948966,1.3861241340637207,2.1834294962330776,3.60075306892395,0.10953961021244563,1.4943358898162842,float128,0.97188995215311,1.0,0.7892376681614349,0.8822055137844611
Random Forest,2.1,89,0,1950,8169,0.009075164823369697,1.4016830921173096,3.438426791820791,3.1047518253326416,0.109851938045539,1.43550705909729,int32,0.8720095693779905,0.6263736263736264,0.43846153846153846,0.5158371040723982
KNN,2.1,67,0,1950,8169,0.0035281185936376024,1.407869815826416,0.006571040645236231,1.3904500007629395,0.2214669439407195,1.492095947265625,int32,0.8708133971291866,0.627906976744186,0.4153846153846154,0.5
Random Forest,2.1,93,2,3509,8169,0.008165429621030878,1.3914768695831299,1.7518591940620623,3.895768880844116,1.6942236351394344,1.4702529907226562,int32,0.8790697674418605,0.5529953917050692,0.5853658536585366,0.5687203791469195
Random Forest,2.2,95,2,3900,816,1.8104061364207433,1.4460930824279785,14.780293239069485,2.290469169616699,2.455248490386121,1.4724540710449219,int32,0.8875598086124402,0.5888324873096447,0.5201793721973094,0.5523809523809524
Multinomial NB,2.1,47,4,2730,8169,0.07684512731841948,1.3601908683776855,0.036074641402673004,1.3969759941101074,0.05344353004949479,1.4396767616271973,int32,0.8623931623931624,0.0,0.0,0.0
Random Forest,2.3,107,4,3900,8169,0.028495984502242954,1.3899102210998535,9.327245661299841,4.302175998687744,0.4826388658060152,1.472357988357544,int64,0.8863636363636364,0.5891891891891892,0.48878923766816146,0.5343137254901961
Decision Tree,2.2,32,2,3900,3267,0.21353955404953767,1.4815599918365479,0.056595090052777894,1.4047110080718994,0.09689111366075005,1.4533512592315674,int32,0.8845693779904307,0.5842696629213483,0.4663677130044843,0.5187032418952617
Random Forest,2.2,104,1,3900,8169,0.026542001593639706,1.393784999847412,6.667799768317806,4.287532091140747,0.2569595280304438,1.4738209247589111,int32,0.8857655502392344,0.5851063829787234,0.49327354260089684,0.5352798053527981
SVM,2.1,4,4,3119,8169,0.011527363596828818,1.3949580192565918,1.2472788258088745,1.7221348285675049,0.4225280856368883,1.5439798831939697,int32,0.8557548579970105,0.0,0.0,0.0
Bagging Classifier,2.2,139,2,3900,816,0.11675207286039933,1.4795520305633545,0.4194863640298769,1.4544939994812012,0.9974920828748061,1.4344971179962158,int32,0.8809808612440191,0.5588235294117647,0.5112107623318386,0.5339578454332554
Multinomial NB,2.2,52,0,3900,1633,1.8652100329920793,1.4879097938537598,0.026329945730653122,1.4031848907470703,0.04307522160921384,1.4669609069824219,int32,0.8666267942583732,0.0,0.0,0.0
AdaBoost,2.2,126,2,3900,8169,0.006045701296444372,1.4093601703643799,0.410783921072282,2.248832941055298,0.030803051864437343,1.4697449207305908,int32,0.8827751196172249,0.6134453781512605,0.3273542600896861,0.4269005847953216
KNN,2.1,68,1,2340,8169,0.003120309467279249,1.403073787689209,0.0024272162649663018,1.407844066619873,0.05291289833047947,1.5218701362609863,int32,0.8504486540378864,0.4954954954954955,0.3691275167785235,0.4230769230769231
Decision Tree,2.2,34,4,3900,4901,0.05168856947016044,1.496363878250122,0.015370144072916397,1.4219040870666504,0.05335539053268199,1.4515879154205322,int32,0.8845693779904307,0.5842696629213483,0.4663677130044843,0.5187032418952617
Bagging Classifier,2.3,153,3,3900,8169,0.007202487093599373,1.4064249992370605,0.2726282313590759,2.1088318824768066,0.02647649985956847,1.464961051940918,float64,0.9671052631578947,0.8925233644859814,0.8565022421524664,0.8741418764302059
Random Forest,2.2,98,4,3900,3267,0.07331954521267112,1.4860119819641113,0.5167053253577699,2.8197438716888428,0.03426765623386457,1.494819164276123,int32,0.8863636363636364,0.5812807881773399,0.5291479820627802,0.5539906103286384
Bagging Classifier,2.1,136,3,3119,8169,0.0027327605913787336,1.4106707572937012,0.10072010700026651,1.5945799350738525,0.020020710761337913,1.449197769165039,int32,0.8878923766816144,0.6257309941520468,0.5544041450777202,0.5879120879120879
KNN,2.1,69,4,2730,8169,0.0034640760640083736,1.4051508903503418,0.00474763311657226,1.3881440162658691,0.08561354045967624,1.5515570640563965,int32,0.8598290598290599,0.48598130841121495,0.32298136645962733,0.3880597014925373
Decision Tree,2.2,33,1,3900,4084,0.0967902661856001,1.4874911308288574,0.01203803875355044,1.4237561225891113,0.0249622901462991,1.4530701637268066,int32,0.8845693779904307,0.5842696629213483,0.4663677130044843,0.5187032418952617
AdaBoost,2.1,115,2,3509,8169,0.004115768321153265,1.403824806213379,0.31278549034298175,2.1229639053344727,0.14114897126649165,1.4514291286468506,int32,0.8823920265780731,0.5588235294117647,0.6487804878048781,0.6004514672686231
SVM,2.3,19,4,3900,8169,0.005136580733783122,1.4080498218536377,0.4547723954218662,1.851478099822998,0.1262191727238282,1.6391839981079102,int64,0.8666267942583732,0.0,0.0,0.0
AdaBoost,2.2,121,3,3900,4084,0.03882110786127493,1.4889111518859863,0.23271614721610667,1.9163193702697754,0.043657512138834204,1.471055030822754,int32,0.8827751196172249,0.6134453781512605,0.3273542600896861,0.4269005847953216
KNN,2.3,84,3,3900,8169,0.03004382026755243,1.3921890258789062,0.007005930501367543,1.4121007919311523,0.16638134034719834,1.7311501502990723,int32,0.8863636363636364,0.6,0.4439461883408072,0.5103092783505154
Random Forest,2.1,91,4,2730,8169,0.004406388043775301,1.402846097946167,0.7444288988168709,3.442025899887085,0.02880258842742606,1.45762300491333,int32,0.8760683760683761,0.5571428571428572,0.484472049689441,0.5182724252491695
Random Forest,2.2,103,1,3900,7352,0.06842651631349549,1.4967868328094482,0.9265727962734457,3.8573009967803955,0.033469174627031355,1.487248182296753,int32,0.8857655502392344,0.5776699029126213,0.5336322869955157,0.5547785547785548
Multinomial NB,2.2,53,3,3900,2450,0.049962065005018666,1.5037040710449219,0.0050899040706522585,1.409529209136963,0.1060157901612246,1.4289050102233887,int32,0.8666267942583732,0.0,0.0,0.0
Bagging Classifier,2.2,145,1,3900,5718,0.10630380543870115,1.4773931503295898,0.19151809916767912,1.569094181060791,0.14001925285057967,1.4617068767547607,int32,0.8833732057416268,0.5714285714285714,0.5022421524663677,0.5346062052505968
Decision Tree,2.2,36,0,3900,6535,0.4234452849630326,1.4652690887451172,0.06700209712005707,1.426626205444336,0.12707204260590055,1.447303056716919,int32,0.8845693779904307,0.5842696629213483,0.4663677130044843,0.5187032418952617
Decision Tree,2.3,41,0,3900,8169,0.008330994837933911,1.400179147720337,0.05610122993832378,1.4453229904174805,0.07283006871170114,1.4423351287841797,int64,0.8845693779904307,0.5842696629213483,0.4663677130044843,0.5187032418952617
Random Forest,2.2,96,1,3900,1633,0.1569028668682846,1.4705870151519775,1.4372146111003152,2.5036022663116455,0.1896745444927522,1.4680240154266357,int32,0.8881578947368421,0.5857142857142857,0.5515695067264574,0.5681293302540416
Decision Tree,2.1,25,3,2730,8169,0.012259161231961037,1.3931820392608643,0.05795364475764715,1.425611972808838,0.0567764076766605,1.4419116973876953,int32,0.8760683760683761,0.5571428571428572,0.484472049689441,0.5182724252491695
Random Forest,2.1,91,1,2730,8169,0.01506274764102073,1.3993468284606934,4.03616065116721,3.612039804458618,0.1734217496032367,1.44846510887146,int32,0.8726495726495727,0.5370370370370371,0.5403726708074534,0.5386996904024769
Random Forest,2.3,108,3,3900,8169,0.015096103467316897,1.3768839836120605,3.000311066934633,3.588686227798462,0.1460202011540152,1.4899930953979492,float32,0.9706937799043063,1.0,0.7802690582959642,0.8765743073047859
SVM,2.2,13,3,3900,5718,0.1303173286618659,1.474261999130249,0.5849346183084275,1.7631149291992188,0.5693292198300679,1.569385290145874,int32,0.8666267942583732,0.0,0.0,0.0
SVM,2.2,10,4,3900,3267,0.331288362339959,1.4742870330810547,0.4389284299770924,1.6557669639587402,0.1572840816906429,1.5370619297027588,int32,0.8666267942583732,0.0,0.0,0.0
SVM,2.3,17,4,3900,8169,0.005212033645048156,1.3858060836791992,0.9299232662670053,1.8761489391326904,0.9862944917569727,1.6354691982269287,int16,0.8666267942583732,0.0,0.0,0.0
Bagging Classifier,2.3,154,2,3900,8169,0.019262217244630182,1.384371042251587,2.393872299270112,2.121664047241211,0.1832221668609322,1.4364101886749268,float128,0.9665071770334929,0.9113300492610837,0.8295964125560538,0.8685446009389671
KNN,2.3,87,0,3900,8169,0.0325037692533272,1.4020359516143799,0.017642254465409846,1.3957717418670654,0.7753497696400948,1.7188537120819092,float64,0.9366028708133971,0.806282722513089,0.6905829596412556,0.7439613526570048
KNN,2.3,87,4,3900,8169,0.016798775474512664,1.3867559432983398,0.02233783916192055,1.382476806640625,0.6153561952667307,1.6954936981201172,float64,0.9366028708133971,0.806282722513089,0.6905829596412556,0.7439613526570048
KNN,2.2,80,1,3900,6535,0.23664298936066483,1.4988627433776855,0.01439983466310805,1.3882923126220703,0.4723656573453078,1.6873011589050293,int32,0.8863636363636364,0.6,0.4439461883408072,0.5103092783505154
Decision Tree,2.2,38,2,3900,8169,0.029436924814287415,1.3781187534332275,0.1386623065524645,1.4289731979370117,0.09848057044585246,1.4279670715332031,int32,0.8845693779904307,0.5842696629213483,0.4663677130044843,0.5187032418952617
Multinomial NB,2.3,62,2,3900,8169,0.024808297424615322,1.391066074371338,0.027610746427186073,1.3824279308319092,0.1501676546582528,1.4596989154815674,int32,0.8666267942583732,0.0,0.0,0.0
AdaBoost,2.3,131,1,3900,8169,0.015146505572742913,1.3880960941314697,0.931151315237495,2.365628957748413,0.1415681996897004,1.4458231925964355,float64,0.9635167464114832,0.921875,0.7937219730941704,0.8530120481927711
