algorithm,RQ,experiment_id,iteration,no_datapoints,no_features,preprocessing_energy(J),preprocessing_time(s),train_energy(J),train_time(s),predict_energy(J),predict_time(s),datatype,accuracy,precision,recall,f1
SVM,2.2,7,3,3900,816,0.2896509617752987,1.4914789199829102,0.38954545832837956,1.560102939605713,0.23782700454333172,1.4941291809082031,int32,0.8666267942583732,0.0,0.0,0.0
Random Forest,2.2,101,1,3900,5718,0.3216573783120202,1.490157127380371,4.493333471722993,3.6755571365356445,0.16570143793375888,1.5073227882385254,int32,0.8851674641148325,0.581151832460733,0.4977578475336323,0.5362318840579711
AdaBoost,2.2,117,3,3900,816,0.2949513145410824,1.5073039531707764,0.5641773869130122,1.6906890869140625,0.08555821400991862,1.4673171043395996,int32,0.8827751196172249,0.6134453781512605,0.3273542600896861,0.4269005847953216
SVM,2.3,19,1,3900,8169,0.02695671846881922,1.3996829986572266,0.8733436939470073,1.9331650733947754,0.6593307700800207,1.6273670196533203,int64,0.8666267942583732,0.0,0.0,0.0
Multinomial NB,2.1,49,2,3509,8169,0.02057587169754958,1.4005920886993408,0.03186971612494188,1.403529405593872,0.12663145895196407,1.4335641860961914,int32,0.8637873754152824,0.0,0.0,0.0
Bagging Classifier,2.2,147,3,3900,7352,0.3154320730441354,1.4809620380401611,0.7272753049402434,1.6623311042785645,0.22937520190267274,1.4713900089263916,int32,0.8761961722488039,0.5421052631578948,0.4618834080717489,0.4987893462469734
SVM,2.2,8,3,3900,1633,0.3078467526037483,1.497290849685669,0.6591081580684338,1.6138789653778076,0.40503101992433505,1.50508713722229,int32,0.8666267942583732,0.0,0.0,0.0
SVM,2.1,1,2,1950,8169,0.017630954637294412,1.3866522312164307,0.5079425598106716,1.5625247955322266,0.2654577463516482,1.4648370742797852,int32,0.8444976076555024,0.0,0.0,0.0
AdaBoost,2.1,112,1,2340,8169,0.027853549978918365,1.381946086883545,1.259065350542305,1.9890720844268799,0.10906117548420831,1.4407598972320557,int32,0.86839481555334,0.5548387096774193,0.5771812080536913,0.5657894736842105
Decision Tree,2.3,43,1,3900,8169,0.028286465673718685,1.3808069229125977,0.4388659762261697,1.5364916324615479,0.16073611806088647,1.4678940773010254,float64,0.965311004784689,0.8837209302325582,0.852017937219731,0.8675799086757991
KNN,2.1,67,3,1950,8169,0.024833369971917915,1.3853850364685059,0.011678464594542241,1.3820958137512207,0.18265488300609065,1.4897041320800781,int32,0.8708133971291866,0.627906976744186,0.4153846153846154,0.5
Bagging Classifier,2.2,148,2,3900,8169,0.02985547818327127,1.3960261344909668,0.766526981790758,1.7071068286895752,0.17253458655842846,1.455094575881958,int32,0.8863636363636364,0.5804878048780487,0.5336322869955157,0.5560747663551402
SVM,2.2,14,1,3900,6535,0.29636191923285615,1.4892091751098633,1.7281555403562014,1.9186840057373047,0.46908089128143077,1.5947229862213135,int32,0.8666267942583732,0.0,0.0,0.0
Random Forest,2.2,99,2,3900,4084,0.3714667187907153,1.4955029487609863,4.930347081155396,3.2919888496398926,0.22457444734586202,1.4705040454864502,int32,0.8875598086124402,0.5897435897435898,0.515695067264574,0.5502392344497608
Random Forest,2.3,110,1,3900,8169,0.03690713039952982,1.3934872150421143,3.419480054544945,3.985862970352173,0.3146551442967191,1.5483829975128174,float128,0.972488038277512,1.0,0.7937219730941704,0.885
KNN,2.2,77,2,3900,4084,0.312338508941517,1.4971981048583984,0.02468273777603112,1.3898780345916748,0.6438203127227975,1.7176918983459473,int32,0.8863636363636364,0.6,0.4439461883408072,0.5103092783505154
SVM,2.2,15,3,3900,7352,0.36333929558006217,1.5130960941314697,1.367027550987493,1.9711999893188477,0.6734081305212201,1.6202239990234375,int32,0.8666267942583732,0.0,0.0,0.0
AdaBoost,2.1,116,2,3900,8169,0.033979922162178364,1.3888328075408936,2.8791588626163733,2.311530113220215,0.18136048693512458,1.4772961139678955,int32,0.8827751196172249,0.6134453781512605,0.3273542600896861,0.4269005847953216
AdaBoost,2.2,117,0,3900,816,0.35923509041380103,1.4944560527801514,0.5254859950658972,1.6928472518920898,0.2278095360966907,1.4719300270080566,int32,0.8827751196172249,0.6134453781512605,0.3273542600896861,0.4269005847953216
Bagging Classifier,2.2,148,0,3900,8169,0.02449063554813559,1.394493818283081,0.7645153307188711,1.6801772117614746,0.15885237793435827,1.4622857570648193,int32,0.8785885167464115,0.5520833333333334,0.47533632286995514,0.5108433734939759
Random Forest,2.2,97,3,3900,2450,0.2780340449806818,1.5133578777313232,2.515430393380755,2.8867580890655518,0.2286675216115359,1.4844858646392822,int32,0.8857655502392344,0.5851063829787234,0.49327354260089684,0.5352798053527981
Multinomial NB,2.1,47,3,2730,8169,0.019493411571430457,1.3966517448425293,0.02744600448298846,1.3913626670837402,0.1220916914138751,1.4211151599884033,int32,0.8623931623931624,0.0,0.0,0.0
AdaBoost,2.3,132,2,3900,8169,0.042448463166971005,1.3906466960906982,2.640607417615577,2.633962869644165,0.1367283428069948,1.4748609066009521,float128,0.9635167464114832,0.921875,0.7937219730941704,0.8530120481927711
Random Forest,2.2,100,4,3900,4901,0.2797623307154322,1.4944331645965576,2.7772729191391696,3.519838809967041,0.14784471006392735,1.4906492233276367,int32,0.8893540669856459,0.5931372549019608,0.5426008968609866,0.5667447306791569
SVM,2.2,12,4,3900,4901,0.3140347705328343,1.5173308849334717,1.4098827334140474,1.7417938709259033,0.4539826827424509,1.5936191082000732,int32,0.8666267942583732,0.0,0.0,0.0
AdaBoost,2.2,121,4,3900,4084,0.34661197281829176,1.5041053295135498,2.4224941417041017,2.0966012477874756,0.18918973635770886,1.4540927410125732,int32,0.8827751196172249,0.6134453781512605,0.3273542600896861,0.4269005847953216
Random Forest,2.3,105,0,3900,8169,0.0319376446436068,1.3961529731750488,8.42138209595862,4.519958972930908,0.25133251242225946,1.5059070587158203,int16,0.8881578947368421,0.5857142857142857,0.5515695067264574,0.5681293302540416
KNN,2.1,72,2,3900,8169,0.028543757518149398,1.3981139659881592,0.016607618380833206,1.404599905014038,0.4606320060658241,1.7608718872070312,int32,0.8863636363636364,0.6,0.4439461883408072,0.5103092783505154
KNN,2.2,76,1,3900,3267,0.37710023774435225,1.511552095413208,0.025366688097752586,1.3885228633880615,0.9594249208962383,1.745948076248169,int32,0.8863636363636364,0.6,0.4439461883408072,0.5103092783505154
Bagging Classifier,2.2,142,3,3900,3267,0.20782606124769495,1.4841902256011963,0.49315726438741386,1.5664219856262207,0.11020250765553595,1.470139980316162,int32,0.8845693779904307,0.578125,0.4977578475336323,0.5349397590361447
KNN,2.1,68,3,2340,8169,0.017339715477297544,1.3914530277252197,0.016136539724971304,1.3739299774169922,0.27156797960357365,1.5433039665222168,int32,0.8504486540378864,0.4954954954954955,0.3691275167785235,0.4230769230769231
Bagging Classifier,2.2,139,0,3900,816,0.35206271717848076,1.5067501068115234,0.7040546826060095,1.4600048065185547,0.8216843281694423,1.4361217021942139,int32,0.882177033492823,0.5575221238938053,0.5650224215246636,0.5612472160356347
Multinomial NB,2.2,59,3,3900,7352,0.592261154601904,1.4721322059631348,0.017644938564476072,1.4050540924072266,0.08597004778483675,1.4671361446380615,int32,0.8666267942583732,0.0,0.0,0.0
KNN,2.2,80,0,3900,6535,0.23761220055934895,1.5021519660949707,0.013119988854084611,1.3894891738891602,0.40384220427509465,1.7183349132537842,int32,0.8863636363636364,0.6,0.4439461883408072,0.5103092783505154
KNN,2.3,86,1,3900,8169,0.026024021681684373,1.390873670578003,0.007375147959011567,1.402001142501831,1.2016706794691085,1.8292579650878906,float32,0.9360047846889952,0.8020833333333334,0.6905829596412556,0.7421686746987952
SVM,2.1,5,4,3509,8169,0.10004978230883617,1.394162893295288,1.5283300166356348,1.7932400703430176,0.8805565848167708,1.6631908416748047,int32,0.8637873754152824,0.0,0.0,0.0
AdaBoost,2.1,115,1,3509,8169,0.022294968858196762,1.3928120136260986,2.747717100839806,2.2062811851501465,0.13904847729893383,1.45015287399292,int32,0.8823920265780731,0.5588235294117647,0.6487804878048781,0.6004514672686231
Random Forest,2.3,106,2,3900,8169,0.023420547286477272,1.395421028137207,4.967380846531441,4.355257272720337,0.5209179882037589,1.5044589042663574,int32,0.8851674641148325,0.581151832460733,0.4977578475336323,0.5362318840579711
Random Forest,2.1,91,0,2730,8169,0.033047254076204666,1.3738839626312256,5.939050486837802,3.8662140369415283,0.15145316314685248,1.4718270301818848,int32,0.8803418803418803,0.5686274509803921,0.5403726708074534,0.554140127388535
Multinomial NB,2.2,60,0,3900,8169,0.03236781957792882,1.4050757884979248,0.02669369285387015,1.4123530387878418,0.1926239659955863,1.4416849613189697,int32,0.8666267942583732,0.0,0.0,0.0
Multinomial NB,2.2,53,4,3900,2450,0.44457094614351483,1.506239891052246,0.11337992628756371,1.420661211013794,0.47884193112905976,1.449242115020752,int32,0.8666267942583732,0.0,0.0,0.0
AdaBoost,2.1,116,3,3900,8169,0.030281760448219657,1.4000418186187744,7.644796976576709,2.531095027923584,0.16796671328380045,1.4778850078582764,int32,0.8827751196172249,0.6134453781512605,0.3273542600896861,0.4269005847953216
SVM,2.3,20,4,3900,8169,0.06530879032724654,1.392444133758545,1.8808720543551678,2.040958881378174,0.552663971145248,1.6337268352508545,float32,0.8666267942583732,0.0,0.0,0.0
Bagging Classifier,2.3,150,2,3900,8169,0.026301522908835806,1.38059401512146,0.4090816019569759,1.6209180355072021,0.05144680663006151,1.466083288192749,int32,0.8839712918660287,0.5828571428571429,0.45739910313901344,0.5125628140703519
SVM,2.3,17,3,3900,8169,0.01920453691098523,1.3838958740234375,1.0637384042825633,1.8909239768981934,0.5619629989281468,1.6341938972473145,int16,0.8666267942583732,0.0,0.0,0.0
Decision Tree,2.1,27,0,3509,8169,0.025014246972854048,1.3978910446166992,0.09443548829902443,1.4265508651733398,0.10134811370617039,1.4424068927764893,int32,0.8817275747508305,0.5685279187817259,0.5463414634146342,0.5572139303482587
Random Forest,2.2,98,0,3900,3267,0.2991244492928725,1.5047879219055176,4.456822681281211,2.92018723487854,0.2811303164299426,1.4663701057434082,int32,0.8863636363636364,0.5812807881773399,0.5291479820627802,0.5539906103286384
SVM,2.2,10,0,3900,3267,0.1425362365578458,1.489224910736084,0.4133378153472852,1.6435301303863525,0.31780663430220635,1.5613420009613037,int32,0.8666267942583732,0.0,0.0,0.0
SVM,2.1,1,1,1950,8169,0.0070218929017347035,1.3853209018707275,1.146113812878836,1.517392873764038,0.7912133851654022,1.4528899192810059,int32,0.8444976076555024,0.0,0.0,0.0
AdaBoost,2.2,119,2,3900,2450,1.0308206332781629,1.4786930084228516,8.480620491205132,1.8451480865478516,1.6003136375778064,1.4522309303283691,int32,0.8827751196172249,0.6134453781512605,0.3273542600896861,0.4269005847953216
Multinomial NB,2.2,59,1,3900,7352,1.7767577330629283,1.4868688583374023,0.3288116927476035,1.368333101272583,1.5452694616143667,1.4342200756072998,int32,0.8666267942583732,0.0,0.0,0.0
Random Forest,2.1,89,4,1950,8169,0.3003456880110374,1.3893799781799316,4.894350021639115,3.4138429164886475,0.13007270831327308,1.4427540302276611,int32,0.8720095693779905,0.6263736263736264,0.43846153846153846,0.5158371040723982
Multinomial NB,2.2,56,3,3900,4901,0.33496772371237393,1.4909708499908447,0.027585253188636305,1.4109020233154297,0.04505572047967194,1.4465830326080322,int32,0.8666267942583732,0.0,0.0,0.0
AdaBoost,2.2,125,0,3900,7352,0.18856866347823636,1.4893298149108887,2.0577717450152866,2.3689138889312744,0.13551734311571384,1.4660558700561523,int32,0.8827751196172249,0.6134453781512605,0.3273542600896861,0.4269005847953216
KNN,2.1,70,2,3119,8169,0.00836140773243266,1.3905949592590332,0.007944110947167122,1.392817735671997,0.4091263863475733,1.6361818313598633,int32,0.8789237668161435,0.6026490066225165,0.47150259067357514,0.5290697674418604
SVM,2.1,3,2,2730,8169,0.007511032920154119,1.3991289138793945,0.37782510809978437,1.6447839736938477,0.20798849105404457,1.5301282405853271,int32,0.8623931623931624,0.0,0.0,0.0
Decision Tree,2.2,32,0,3900,3267,0.16760047457671143,1.4835009574890137,0.028919564461167606,1.416719913482666,0.09506467527489487,1.4457249641418457,int32,0.8845693779904307,0.5842696629213483,0.4663677130044843,0.5187032418952617
Multinomial NB,2.1,49,1,3509,8169,0.0094790400080118,1.3925938606262207,0.018483596659111617,1.3913910388946533,0.07878189475315119,1.4397258758544922,int32,0.8637873754152824,0.0,0.0,0.0
Decision Tree,2.2,36,4,3900,6535,0.09418362182427312,1.477182149887085,0.04033986381174679,1.420112133026123,0.054971938408154244,1.449450969696045,int32,0.8845693779904307,0.5842696629213483,0.4663677130044843,0.5187032418952617
Multinomial NB,2.2,56,1,3900,4901,0.08282920101526496,1.4864342212677002,0.009077876299675535,1.4065730571746826,0.11406059856744304,1.4230449199676514,int32,0.8666267942583732,0.0,0.0,0.0
KNN,2.2,73,2,3900,816,0.13428208038833947,1.4821281433105469,0.021625858020613887,1.3942158222198486,0.25422837990260616,1.7360451221466064,int32,0.8863636363636364,0.6,0.4439461883408072,0.5103092783505154
Decision Tree,2.2,37,2,3900,7352,0.2170227569049874,1.506504774093628,0.19954376875784777,1.447472095489502,0.13841519763222485,1.4557960033416748,int32,0.8845693779904307,0.5842696629213483,0.4663677130044843,0.5187032418952617
KNN,2.1,72,1,3900,8169,0.021589817293610928,1.3913779258728027,0.019598631303490002,1.3928539752960205,0.3305480374113062,1.70389986038208,int32,0.8863636363636364,0.6,0.4439461883408072,0.5103092783505154
Random Forest,2.3,106,4,3900,8169,0.030350146302822033,1.3988969326019287,6.535299150854915,4.463024139404297,0.3789067204545767,1.5533599853515625,int32,0.8881578947368421,0.5918367346938775,0.5201793721973094,0.5536992840095465
Random Forest,2.2,101,4,3900,5718,0.08601931552029107,1.4915409088134766,1.8476555565521755,3.6605582237243652,0.06783378674767233,1.4980077743530273,int32,0.8863636363636364,0.5891891891891892,0.48878923766816146,0.5343137254901961
KNN,2.2,73,3,3900,816,0.14215848985116414,1.4953570365905762,0.019035297265277005,1.4025030136108398,0.5385095832006859,1.726276159286499,int32,0.8863636363636364,0.6,0.4439461883408072,0.5103092783505154
SVM,2.3,22,3,3900,8169,0.03191571848690407,1.3919668197631836,0.6641371935716334,1.883453369140625,0.5776027397000919,1.6168019771575928,float128,0.8666267942583732,0.0,0.0,0.0
Random Forest,2.2,100,0,3900,4901,0.25385515459441566,1.4682371616363525,2.74365552694263,3.3390309810638428,0.15217281020675574,1.4744982719421387,int32,0.8857655502392344,0.5776699029126213,0.5336322869955157,0.5547785547785548
Multinomial NB,2.3,63,4,3900,8169,0.02206143719045521,1.3855030536651611,0.046970823359735826,1.4039390087127686,0.15107701333245147,1.4346280097961426,int64,0.8666267942583732,0.0,0.0,0.0
AdaBoost,2.2,119,1,3900,2450,0.35397055411000156,1.5145041942596436,0.8271744109994004,1.8361129760742188,0.11290559462290793,1.4620730876922607,int32,0.8827751196172249,0.6134453781512605,0.3273542600896861,0.4269005847953216
KNN,2.3,87,2,3900,8169,0.023766656981384405,1.3921890258789062,0.017236011914743797,1.393462896347046,0.7308432948638448,1.732720136642456,float64,0.9366028708133971,0.806282722513089,0.6905829596412556,0.7439613526570048
AdaBoost,2.1,113,3,2730,8169,0.018938167556106583,1.3968427181243896,1.3742293754037114,2.0081799030303955,0.06532554264721355,1.4564940929412842,int32,0.8863247863247863,0.5823529411764706,0.6149068322981367,0.5981873111782477
KNN,2.1,68,2,2340,8169,0.016043137838725564,1.389388084411621,0.011647059184012102,1.4011919498443604,0.29669450991566626,1.5550768375396729,int32,0.8504486540378864,0.4954954954954955,0.3691275167785235,0.4230769230769231
Bagging Classifier,2.3,150,4,3900,8169,0.022570175292086752,1.3948891162872314,0.341682490420103,1.6778759956359863,0.08151256642713865,1.443960189819336,int32,0.8875598086124402,0.5916230366492147,0.5067264573991032,0.5458937198067634
Bagging Classifier,2.1,135,3,2730,8169,0.01781616587794406,1.3960480690002441,0.4989893181514006,1.5952959060668945,0.13532825034363583,1.4463989734649658,int32,0.8743589743589744,0.5466666666666666,0.5093167701863354,0.5273311897106109
AdaBoost,2.2,125,4,3900,7352,0.5321060562933319,1.5072050094604492,2.5395091483430225,2.267176866531372,0.1961331466448639,1.4614007472991943,int32,0.8827751196172249,0.6134453781512605,0.3273542600896861,0.4269005847953216
KNN,2.2,81,3,3900,7352,0.27598746991567136,1.4805359840393066,0.02200039068309116,1.3824472427368164,0.5368541994962194,1.7312536239624023,int32,0.8863636363636364,0.6,0.4439461883408072,0.5103092783505154
AdaBoost,2.2,124,2,3900,6535,0.3335097214275416,1.4764089584350586,1.744301463866898,2.1593799591064453,0.15021962793058521,1.472717046737671,int32,0.8827751196172249,0.6134453781512605,0.3273542600896861,0.4269005847953216
Multinomial NB,2.1,47,0,2730,8169,0.022223660574361495,1.3860259056091309,0.029933546288952895,1.3852238655090332,0.15759856513519263,1.4371650218963623,int32,0.8623931623931624,0.0,0.0,0.0
AdaBoost,2.1,115,0,3509,8169,0.0244927903093671,1.3837950229644775,2.0726450426319,2.2888031005859375,0.17893374785277255,1.4650728702545166,int32,0.8823920265780731,0.5588235294117647,0.6487804878048781,0.6004514672686231
KNN,2.2,82,2,3900,8169,0.02837438712000799,1.3907318115234375,0.020844700898621827,1.3924150466918945,0.9609561538961289,1.8055529594421387,int32,0.8863636363636364,0.6,0.4439461883408072,0.5103092783505154
Decision Tree,2.2,33,4,3900,4084,0.2726970409050045,1.5039122104644775,0.09539607589800668,1.4161231517791748,0.11850584268770951,1.4341750144958496,int32,0.8845693779904307,0.5842696629213483,0.4663677130044843,0.5187032418952617
KNN,2.3,86,2,3900,8169,0.023097676082448088,1.3873519897460938,0.019739576389869947,1.4345879554748535,1.006988233305338,1.788050889968872,float32,0.9360047846889952,0.8020833333333334,0.6905829596412556,0.7421686746987952
Decision Tree,2.2,35,3,3900,5718,0.3350618268397695,1.505018949508667,0.09576662789284013,1.4324798583984375,0.12517882724589374,1.4414961338043213,int32,0.8845693779904307,0.5842696629213483,0.4663677130044843,0.5187032418952617
SVM,2.1,4,2,3119,8169,0.02676397924033302,1.3875179290771484,0.7383578478484129,1.7213959693908691,0.48313611575473075,1.546550989151001,int32,0.8557548579970105,0.0,0.0,0.0
Decision Tree,2.3,44,1,3900,8169,0.028737173258388857,1.3878772258758545,0.2700162009327489,1.563485860824585,0.12786930762602075,1.4794139862060547,float128,0.9647129186602871,0.8796296296296297,0.852017937219731,0.865603644646925
Decision Tree,2.2,38,0,3900,8169,0.026784862316918963,1.3972671031951904,0.07605880091446758,1.423783779144287,0.09899422225185915,1.447464942932129,int32,0.8845693779904307,0.5842696629213483,0.4663677130044843,0.5187032418952617
SVM,2.2,9,0,3900,2450,0.2722679191806209,1.4958419799804688,0.6265000122995977,1.6221508979797363,0.2493886814896632,1.524778127670288,int32,0.8666267942583732,0.0,0.0,0.0
Bagging Classifier,2.1,135,0,2730,8169,0.02216558606433807,1.3918590545654297,0.38198615924977003,1.5791239738464355,0.06563410368064675,1.429596185684204,int32,0.8735042735042735,0.5454545454545454,0.484472049689441,0.5131578947368421
AdaBoost,2.2,123,0,3900,5718,0.26059271988669436,1.4922051429748535,0.8905107807945597,2.1641769409179688,0.1721477119715505,1.4505300521850586,int32,0.8827751196172249,0.6134453781512605,0.3273542600896861,0.4269005847953216
KNN,2.3,85,2,3900,8169,0.03054022659889704,1.399195909500122,0.019019838623123175,1.3886282444000244,3.5541071610044965,1.754969835281372,int64,0.8863636363636364,0.6,0.4439461883408072,0.5103092783505154
Random Forest,2.2,102,3,3900,6535,0.21189679563726257,1.5019960403442383,6.480555892087867,3.8919222354888916,0.32537338175117,1.485314130783081,int32,0.8875598086124402,0.5888324873096447,0.5201793721973094,0.5523809523809524
Decision Tree,2.1,27,4,3509,8169,0.029595118496869164,1.3881630897521973,0.11733042292586433,1.4354588985443115,0.07578091029648888,1.4385719299316406,int32,0.8817275747508305,0.5685279187817259,0.5463414634146342,0.5572139303482587
KNN,2.2,79,0,3900,5718,0.30201026104266326,1.502424955368042,0.015186618913132314,1.386880874633789,0.6456095058681293,1.796166181564331,int32,0.8863636363636364,0.6,0.4439461883408072,0.5103092783505154
AdaBoost,2.2,123,4,3900,5718,0.2678486392748772,1.4959990978240967,1.7608866616002656,2.2058990001678467,0.16335131523462498,1.4594528675079346,int32,0.8827751196172249,0.6134453781512605,0.3273542600896861,0.4269005847953216
Multinomial NB,2.3,64,2,3900,8169,0.023011732720670076,1.3926069736480713,0.05316496713444881,1.3913381099700928,0.13905441976321037,1.4435489177703857,float32,0.8666267942583732,0.0,0.0,0.0
Decision Tree,2.3,39,2,3900,8169,0.02555385287570799,1.4038832187652588,0.08839678304117705,1.4395301342010498,0.10361553482935236,1.4695770740509033,int16,0.8845693779904307,0.5842696629213483,0.4663677130044843,0.5187032418952617
Multinomial NB,2.2,51,4,3900,816,0.2026030575888901,1.4856619834899902,0.02712061190077994,1.4110140800476074,0.1038708635289367,1.4340929985046387,int32,0.8666267942583732,0.0,0.0,0.0
Decision Tree,2.1,23,0,1950,8169,0.021350943772560662,1.4031999111175537,0.06627199439598262,1.4111030101776123,0.07266336523808437,1.4177429676055908,int32,0.868421052631579,0.6136363636363636,0.4153846153846154,0.49541284403669733
Bagging Classifier,2.3,151,3,3900,8169,0.01395968508538685,1.4003210067749023,0.4341139923269379,1.6187992095947266,0.08308746608776943,1.449967861175537,int64,0.8875598086124402,0.583732057416268,0.547085201793722,0.5648148148148149
Random Forest,2.3,105,1,3900,8169,0.012907580099208204,1.3950326442718506,3.3335066936161275,4.257879018783569,0.14516133682249088,1.4869048595428467,int16,0.8833732057416268,0.5760869565217391,0.47533632286995514,0.5208845208845209
KNN,2.3,88,4,3900,8169,0.019625723098331858,1.394716739654541,0.019088863045159127,1.3958821296691895,0.3903361450496552,1.7458360195159912,float128,0.9366028708133971,0.806282722513089,0.6905829596412556,0.7439613526570048
AdaBoost,2.2,122,2,3900,4901,0.19579982411281016,1.4741082191467285,1.0078140789004204,2.0278677940368652,0.10638761230693551,1.4686169624328613,int32,0.8827751196172249,0.6134453781512605,0.3273542600896861,0.4269005847953216
Decision Tree,2.2,29,0,3900,816,0.2564829830726497,1.515859842300415,0.032491387951370757,1.4029059410095215,0.1094927531558974,1.4442939758300781,int32,0.8845693779904307,0.5842696629213483,0.4663677130044843,0.5187032418952617
Bagging Classifier,2.2,140,1,3900,1633,0.19843764151822055,1.5098650455474854,0.33090391327448365,1.521198034286499,0.1369318708298877,1.4550750255584717,int32,0.8827751196172249,0.5754189944134078,0.4618834080717489,0.5124378109452736
Multinomial NB,2.1,49,3,3509,8169,0.03182865731024647,1.3880810737609863,0.03420031727324466,1.386152982711792,0.17676896213039497,1.441899061203003,int32,0.8637873754152824,0.0,0.0,0.0
Decision Tree,2.1,24,1,2340,8169,0.016818764357496067,1.3943617343902588,0.060461225366938716,1.4139831066131592,0.13217669149422928,1.4292349815368652,int32,0.8693918245264207,0.55625,0.5973154362416108,0.5760517799352751
Bagging Classifier,2.1,134,3,2340,8169,0.019311366252259685,1.3868298530578613,0.6814189804860731,1.567039966583252,0.1255524747028596,1.4161620140075684,int32,0.8634097706879362,0.5344827586206896,0.6241610738255033,0.5758513931888545
Random Forest,2.3,108,1,3900,8169,0.03500344403486661,1.3956129550933838,8.790822246847139,3.694178819656372,0.18276887829732189,1.5225389003753662,float32,0.9706937799043063,1.0,0.7802690582959642,0.8765743073047859
Random Forest,2.1,92,3,3119,8169,0.018854924763464412,1.4047539234161377,6.406171039051242,3.8229761123657227,0.15558148037356886,1.4618818759918213,int32,0.8893871449925261,0.6331360946745562,0.5544041450777202,0.5911602209944751
Multinomial NB,2.2,55,2,3900,4084,0.23714705835545952,1.489422082901001,0.04910482176074445,1.4002039432525635,0.15251834740884482,1.4548678398132324,int32,0.8666267942583732,0.0,0.0,0.0
Random Forest,2.3,110,2,3900,8169,0.027446277210822632,1.3894438743591309,3.411074508568495,3.5394692420959473,0.12550591060949656,1.5026397705078125,float128,0.9730861244019139,1.0,0.7982062780269058,0.8877805486284288
Bagging Classifier,2.3,152,2,3900,8169,0.01950963182069721,1.3957629203796387,1.134019047792487,2.1378297805786133,0.0,1.4473118782043457,float32,0.9665071770334929,0.9113300492610837,0.8295964125560538,0.8685446009389671
Multinomial NB,2.3,66,2,3900,8169,0.026179742145250522,1.3857460021972656,0.04290185641755031,1.392286777496338,0.17861578455944355,1.4362289905548096,float128,0.8666267942583732,0.0,0.0,0.0
KNN,2.2,78,1,3900,4901,0.3645973171986325,1.4745070934295654,0.035999674747135814,1.3911161422729492,0.6531146254138421,1.6873621940612793,int32,0.8863636363636364,0.6,0.4439461883408072,0.5103092783505154
Random Forest,2.1,92,0,3119,8169,0.020154402956198934,1.3937642574310303,4.46896237273356,3.720412015914917,0.17386165768066722,1.546208143234253,int32,0.8834080717488789,0.6069364161849711,0.5440414507772021,0.5737704918032785
AdaBoost,2.2,120,1,3900,3267,0.23369016200290407,1.4954650402069092,6.169593187370518,1.8731300830841064,0.7869795996980539,1.4338099956512451,int32,0.8827751196172249,0.6134453781512605,0.3273542600896861,0.4269005847953216
Random Forest,2.2,98,1,3900,3267,1.1601131189515577,1.4626660346984863,16.984827046523712,2.9136898517608643,1.1473987968030062,1.4598262310028076,int32,0.8839712918660287,0.5728643216080402,0.5112107623318386,0.5402843601895735
KNN,2.3,88,0,3900,8169,0.10675508315985195,1.3759868144989014,0.09352282239597971,1.370879888534546,6.865652736174788,1.7175509929656982,float128,0.9366028708133971,0.806282722513089,0.6905829596412556,0.7439613526570048
Random Forest,2.2,100,2,3900,4901,2.5775239607033082,1.4656291007995605,31.032753331629436,3.5496866703033447,0.17179114723192168,1.5009708404541016,int32,0.8863636363636364,0.5891891891891892,0.48878923766816146,0.5343137254901961
SVM,2.2,12,0,3900,4901,0.2806404295133,1.486297845840454,0.7949938291001333,1.785304069519043,0.7065539424292463,1.5682289600372314,int32,0.8666267942583732,0.0,0.0,0.0
SVM,2.2,11,4,3900,4084,0.35674807346377196,1.4958150386810303,0.4691875084916095,1.7046778202056885,0.37658132014372114,1.5415518283843994,int32,0.8666267942583732,0.0,0.0,0.0
AdaBoost,2.2,125,3,3900,7352,0.2616618395843694,1.5020790100097656,0.9389069594574208,2.2466092109680176,0.12885282969977296,1.4696717262268066,int32,0.8827751196172249,0.6134453781512605,0.3273542600896861,0.4269005847953216
KNN,2.2,76,4,3900,3267,0.31744260563310917,1.5044269561767578,0.014894045932564095,1.3937349319458008,0.3929527538638294,1.7350380420684814,int32,0.8863636363636364,0.6,0.4439461883408072,0.5103092783505154
Decision Tree,2.2,35,2,3900,5718,0.28137912111146496,1.4880578517913818,0.06995376873076464,1.4365971088409424,0.07682163031060817,1.455198049545288,int32,0.8845693779904307,0.5842696629213483,0.4663677130044843,0.5187032418952617
Decision Tree,2.3,44,3,3900,8169,0.022074800441362986,1.4027788639068604,0.21310961516192134,1.5376827716827393,0.10590664395728128,1.4608590602874756,float128,0.9635167464114832,0.8820754716981132,0.8385650224215246,0.8597701149425288
AdaBoost,2.3,127,0,3900,8169,0.01745055693238856,1.392529010772705,1.4523462890556287,2.35713791847229,0.09855094198840535,1.4592368602752686,int16,0.8827751196172249,0.6134453781512605,0.3273542600896861,0.4269005847953216
Bagging Classifier,2.1,138,0,3900,8169,0.015545022871265171,1.4040708541870117,0.25781730334541825,1.647270917892456,0.06863039802991877,1.4421770572662354,int32,0.882177033492823,0.5656565656565656,0.5022421524663677,0.5320665083135392
AdaBoost,2.2,117,1,3900,816,0.14786998645870653,1.513983964920044,0.34651266241603235,1.6906921863555908,0.10465532109012221,1.449941873550415,int32,0.8827751196172249,0.6134453781512605,0.3273542600896861,0.4269005847953216
